"Y"	"X"
"sample52"	1.48228627707174	-0.0422833916466509
"sample53"	2.15715059141387	0.682932154457006
"sample54"	3.15921846519376	2.72408363566067
"sample55"	-0.774479979686417	-1.71559145921531
"sample56"	1.15512999934571	0.986288604172731
"sample57"	1.34978890753717	-1.49366901172356
"sample58"	-2.71944871478538	-2.13629138354368
"sample59"	1.88536766895853	0.737380192412631
"sample60"	0.666640551012794	0.0872543212603145
"sample61"	2.3487628863848	-0.415400518308053
"sample62"	-1.55339708203545	-1.45952276503847
"sample63"	1.99674289986969	-0.215301004269833
"sample64"	-1.5107213223307	-1.10298823986201
"sample65"	1.21150552188259	0.407706697877861
"sample66"	-0.438562133808189	-2.13798943527195
"sample67"	1.30412948143945	0.102399023025302
"sample68"	0.216015703287351	-0.661785890567752
"sample69"	-0.107545206235094	-1.08625895819442
"sample70"	1.51442629914815	0.320164260020241
"sample71"	3.46308919564298	3.24876728219518
"sample72"	2.17698265498591	1.7210514162613
"sample73"	-0.0362041403395157	0.0838605351903132
"sample74"	0.187544166701168	-1.6161959264098
"sample75"	1.83096329832806	1.50763494541678
"sample76"	0.296795732516785	-0.773850384017556
"sample77"	1.04538396527077	-0.499552340327911
"sample78"	1.16746560052923	-0.187682211872468
"sample79"	3.8510318779976	1.66733769918646
"sample80"	2.38719535531971	1.45735605303263
"sample81"	1.29320134823907	-1.11742895069293
"sample82"	0.933323079512369	0.224236299948817
"sample83"	-1.13235686307777	-1.24786436971693
"sample84"	0.285179121231278	-0.94279665729695
"sample85"	1.76250637280263	1.0308387943909
"sample86"	2.9629052532463	0.963367559792086
"sample87"	-0.074172521659467	-0.70923639781247
"sample88"	2.03135344053788	0.723295137951689
"sample89"	1.42797140825491	0.463173043723043
"sample90"	-1.02341495556893	-1.81832694347121
"sample91"	2.97930046440796	0.890249837937042
"sample92"	0.729307892233601	-0.990657952109628
"sample93"	0.610650914026404	-0.206855983064424
"sample94"	1.1786462640279	0.655421356759641
"sample95"	-1.21815248571324	-2.50525531604775
"sample96"	2.89103630582826	0.469407512433988
"sample97"	2.64268425348133	1.19900432370532
"sample98"	1.10877297373023	0.819803369802523
"sample99"	0.495795317685644	-0.513830287811973
"sample100"	0.992846617315314	-1.16502307868671
"sample101"	1.00870597191438	-0.238586687261169
"sample102"	-0.490782076374038	-0.290235893695732
"sample103"	1.83585214294112	1.40656386557787
"sample104"	2.53870285351913	1.03349427313077
"sample105"	0.831339619061292	0.581180452519143
"sample106"	0.0165417972379713	0.548773500509545
"sample107"	0.826444426236202	0.599660745908793
"sample108"	1.05718824844994	0.620327201989415
"sample109"	0.323641311478356	0.437755130775731
"sample110"	1.09258493249463	-0.677339090481694
"sample111"	1.12744598672348	-0.883439035892523
"sample112"	-2.7132130686033	-2.02359541988395
"sample113"	2.44812875458877	0.568904217234082
"sample114"	3.66750347363533	0.896814186929839
"sample115"	1.72576830569118	0.0236608886741608
"sample116"	2.67303275823313	1.54263837157809
"sample117"	3.12140380757524	0.892050601529732
"sample118"	0.521691297850764	-0.198918375021317
"sample119"	0.291870713283935	-0.337826364543664
"sample120"	1.65908173888521	0.112047407362291
"sample121"	0.0798875669960366	0.565138550868355
"sample122"	-0.766123509104714	-1.88106157358748
"sample123"	-0.144084650750841	-0.581103065400694
"sample124"	3.94645766294209	1.27721132771473
"sample125"	0.845951244798405	0.307151491969299
"sample126"	1.09907916859694	-0.413737936371064
"sample127"	0.625466271841826	-0.170313741108917
"sample128"	-0.759178711123237	-0.759819599637259
"sample129"	1.55462040494216	1.69482486256792
"sample130"	-1.99237594637639	-1.03956019211546
"sample131"	-0.796871036371472	-0.869176242963115
"sample132"	-0.0305766014552716	-0.807853107132856
"sample133"	1.44362055048209	-0.454468526848595
"sample134"	2.9313698967871	0.979943682493813
"sample135"	0.802723432218234	0.820497718169467
"sample136"	0.317463411256927	-0.181111436801268
"sample137"	4.26160396215797	2.14720771564044
"sample138"	3.25630795169669	1.53435791260626
"sample139"	-0.481066396884846	-0.473659394592297
"sample140"	-0.755652762025741	-0.953214484252875
"sample141"	-2.24297762297948	-1.35650637278057
"sample142"	1.20884627503224	-0.0631117156151202
"sample143"	0.478307254178612	-0.312628534386419
"sample144"	2.27900556611064	0.532203723532054
"sample145"	0.669553121202162	-0.145928156679104
"sample146"	-0.722195119249276	-0.997080296607991
"sample147"	1.38651229217126	-0.194990004736201
"sample148"	2.30662042713718	0.14869513626406
"sample149"	0.848614598803623	-0.663392050639436
"sample150"	-0.666629620746962	-0.461610973504095
"sample151"	3.16871976481298	1.32399277810621
"sample152"	0.35098582232192	-0.134110619800542
"sample153"	-0.0453671901940362	-0.266564824913943
"sample154"	1.44705055085343	-0.211187846027582
"sample155"	0.14169825054898	-1.12804388719432
"sample156"	1.7898051376534	0.268102447073011
"sample157"	1.06204158589732	0.618845773018416
"sample158"	1.06968756480845	2.029794316549
"sample159"	0.526060771291326	-0.502462557091911
"sample160"	2.9558626660226	1.49591574868654
"sample161"	0.769833712769556	0.163940053607553
"sample162"	0.87056853936471	-0.930286958481611
"sample163"	3.61102119673273	2.25342730312814
"sample164"	-0.673826388106554	-0.450123580114635
"sample165"	-1.30143946057855	-0.655374248643947
"sample166"	1.62130646803561	1.9650119023052
"sample167"	2.02082215643873	1.02078800957878
"sample168"	-0.67365070382787	-0.397067247979018
"sample169"	2.90465850803417	0.474771278601684
"sample170"	-0.662817945490367	-0.0374517332737322
"sample171"	2.7465669593727	1.26634367347206
"sample172"	-0.394797230675497	-0.565021101392524
"sample173"	3.43020717441681	1.22814315195364
"sample174"	-0.247173980861276	-1.21321952142556
"sample175"	1.91736011462173	0.390189883515803
"sample176"	1.75306177212982	0.472564051721342
"sample177"	2.51987811607344	1.26025424901399
"sample178"	0.207296630462039	-0.209011475788548
"sample179"	-1.51100834487549	-0.77938958396006
"sample180"	2.88492046246523	0.321357499405136
"sample181"	-0.265498493602457	-0.47865534928875
"sample182"	3.40954911279189	0.677922582939084
"sample183"	0.569844491590939	-0.181871803985324
"sample184"	2.22358406027982	0.331223671267988
"sample185"	1.86430252415615	-0.427520699658842
"sample186"	3.95873007274107	1.95907193653874
"sample187"	0.214023023967356	-0.0506084227949478
"sample188"	1.52099598902427	-0.711846254793402
"sample189"	2.72824299918813	0.51224539766631
"sample190"	1.3517418350987	0.658301919951672
"sample191"	3.55612313849434	2.50957843551548
"sample192"	1.8952157225504	-0.451351853924393
"sample193"	0.93148148829029	0.318648806943574
"sample194"	0.959530432479822	1.34000698142151
"sample195"	-0.883949509996844	-0.55256676783037
"sample196"	1.76149892126238	0.304296156656332
"sample197"	1.01882611323348	-0.81796759973343
"sample198"	2.46211951455486	1.19168490909286
"sample199"	0.978792268593934	0.365081755600409
"sample200"	-0.0488183377938526	-1.43893940547365
"sample201"	0.713744117581303	0.209112678198162
"sample202"	-0.107699997069374	-1.01776864995856
"sample203"	1.55412927888269	0.709805208817588
"sample204"	2.44158327696189	0.912907721688652
"sample205"	-0.54162051827355	-0.446071367874529
"sample206"	3.32579517852128	2.07741923392503
"sample207"	-0.0703245880165984	-1.443813164399
"sample208"	1.51064829950668	0.371350988404278
"sample209"	1.29540980000137	0.645269593293517
"sample210"	0.268643666753698	-1.11119492859121
"sample211"	-0.611975026641468	0.404551487170564
"sample212"	0.70169773530289	0.145711258480298
"sample213"	3.10615024331496	1.75647681803114
"sample214"	1.01466429028465	-1.85559626009932
"sample215"	0.666117422841825	0.488493754516982
"sample216"	-3.25346196578715	-3.1165684873657
"sample217"	1.05095703610298	1.25777729466569
"sample218"	2.37405731338121	1.76477041460116
"sample219"	0.584122847306237	-1.87447077695475
"sample220"	1.36325668802313	-0.302265765616529
"sample221"	-1.52634842210183	-2.21092741614434
"sample222"	-0.503754190345576	-2.42738839473311
"sample223"	0.29312080485213	-0.227367304407307
"sample224"	3.82697494464405	0.624419404849279
"sample225"	1.38450380426734	-0.68549653484616
"sample226"	-0.997392771234153	-1.23641418347772
"sample227"	3.04362614134327	1.06893420364943
"sample228"	1.55584742946313	0.0927831943890553
"sample229"	-0.235214414778176	-0.288717053429276
"sample230"	0.318588557617467	-0.778193197923574
"sample231"	1.44032476206864	-0.045300949361708
"sample232"	-1.50103802694926	-1.73157969245289
"sample233"	2.2358564711435	-0.0781224122863139
"sample234"	2.69768875665363	0.209461446517763
"sample235"	0.11791857262369	-1.38767070255332
"sample236"	1.32421677075703	0.546130239433666
"sample237"	-1.14281051980988	-1.1168028233871
"sample238"	2.06108863061817	-0.311115533036631
"sample239"	2.50960037301327	1.10109166050247
"sample240"	1.33744963214024	0.255707777413989
"sample241"	0.29218591018417	0.644099901163128
"sample242"	2.06614656382188	-0.0517352885188388
"sample243"	-0.0627333381324685	-1.46986139330833
"sample244"	0.16614494834312	-1.62105345370066
"sample245"	2.43578139005098	0.850878619181277
"sample246"	-0.592051191858905	-1.27931069286728
"sample247"	0.0117209886392735	0.22587028334118
"sample248"	1.18878199821183	-1.30354513267444
"sample249"	4.31272029901275	1.40563957446714
"sample250"	-1.30697404474741	-0.816801123960422
"sample251"	4.87729216472722	1.91540294490468
"sample252"	2.00423296796677	1.04646761517829
"sample253"	0.714493216325689	-0.886396071939099
"sample254"	-1.8855124120346	-1.1841743147539
"sample255"	0.929360201299366	0.233057482272057
"sample256"	-0.801176931492034	-1.14680803295418
"sample257"	-0.718950413442919	-0.678226147380011
"sample258"	1.57845609872796	0.932578553577211
"sample259"	2.21675872273889	1.29174641942441
"sample260"	0.0295400193358752	-1.73965313004779
"sample261"	1.25684168586582	-0.663662883541545
"sample262"	4.3309216197821	1.10423822015768
"sample263"	0.886940356721055	-0.273232982503705
"sample264"	-0.212052052784073	-1.43902878401802
"sample265"	0.818227386719587	-0.332578311311196
"sample266"	1.63935856033397	-1.25480031632502
"sample267"	1.90020311540707	1.22059840634936
"sample268"	-0.657827196865837	-1.66276907849813
"sample269"	3.26872550730375	0.756457175958456
"sample270"	4.03124637657418	0.248049863467414
"sample271"	1.66335326070132	-0.106696382692292
"sample272"	2.67999024872089	0.117009249278435
"sample273"	0.618955304532702	-0.451428180149912
"sample274"	4.05086573847849	1.89627351589755
"sample275"	-0.895447024596499	-2.20881330880044
"sample276"	-0.0428976168177776	-0.295488268525337
"sample277"	2.29170290765424	0.544275312276629
"sample278"	0.953203447475033	-0.892938905228092
"sample279"	1.58334314045945	0.429747570009232
"sample280"	2.42506293578652	0.997442301748443
"sample281"	-0.409606461519362	-0.804641059906247
"sample282"	-1.12795335525863	-0.955153659092996
"sample283"	-2.17436429967182	-1.22904749601744
"sample284"	0.00110994518979662	-0.939614328928226
"sample285"	0.559737989935336	0.0478145602123503
"sample286"	-0.717790811101224	-0.625859462770628
"sample287"	1.75637965107561	0.295954004299808
"sample288"	2.35320819962617	0.666845768677474
"sample289"	-1.01586523403448	-1.23884377198277
"sample290"	1.37379154758141	0.443845549264338
"sample291"	1.7278302203668	1.32437040198062
"sample292"	-0.512556440598289	-0.550829103348478
"sample293"	3.10827803130607	1.88396661109181
"sample294"	1.30886407538296	0.946621881084059
"sample295"	1.34762547831244	0.0125003086699679
"sample296"	-1.29940533353764	-1.48332937677536
"sample297"	-0.562171767663288	-0.782063831337331
"sample298"	-1.25917312571957	-1.9173524993091
"sample299"	0.976330522450583	0.292133857871786
"sample300"	0.86953394238199	0.378665388200876
"sample301"	-1.86041211146906	-2.97428763804163
"sample302"	0.103880984235151	0.0447024246473885
"sample303"	-0.20329275547163	1.25760854545712
"sample304"	0.089925400756844	-0.880748092843864
"sample305"	1.25131840250247	-0.80432372764411
"sample306"	1.68572868885096	1.63998780138712
"sample307"	2.3133935102032	0.174502969452925
"sample308"	2.61691839807487	0.040073479767454
"sample309"	1.73095234905321	0.294844451386372
"sample310"	0.83817939925464	0.597962082759868
"sample311"	1.32431439419334	-0.673060053873687
"sample312"	2.8441825095507	0.633581811597427
"sample313"	0.0313547165045789	-1.36377392319111
"sample314"	2.1770139663725	-0.123318536765778
"sample315"	0.424367307232809	-0.405283308241686
"sample316"	1.32195628747567	-0.166147589268932
"sample317"	0.46567837377376	-0.0098447273542136
"sample318"	1.43905336951874	-0.603006503744178
"sample319"	0.611935942825242	-0.1749877850806
"sample320"	2.90780097210307	1.09895434708743
"sample321"	1.61396840705188	-0.480046831057232
"sample322"	0.0180053624519394	0.478452195379044
"sample323"	0.373848302846161	-0.0775379448460617
"sample324"	1.00658925879721	0.812049253543839
"sample325"	0.84916623124846	0.468010571365289
"sample326"	0.484943352671864	0.1199690795252
"sample327"	2.78477752791139	0.471971694527796
"sample328"	1.31668511471913	0.409645464716264
"sample329"	2.57603564276384	0.381047399377637
"sample330"	1.22851476206556	0.0676214288326083
"sample331"	-0.311373164500605	-1.59097542498731
"sample332"	0.66136310718318	-1.28961126302522
"sample333"	2.44472306890257	-0.0122939456183203
"sample334"	-0.0780168688301557	0.504668750811394
"sample335"	0.0147416306986909	-0.265543979215843
"sample336"	-1.81805924426784	-0.92828354804112
"sample337"	1.04232991139935	-0.0254087975604366
"sample338"	0.0441538396536663	0.294578935494682
"sample339"	0.666719502118335	-0.149361415467579
"sample340"	1.68894143788568	0.327419026369485
"sample341"	-0.0555415695910039	-0.425410889775671
"sample342"	-0.579913929647145	-1.04977921148497
"sample343"	2.5709180007399	0.933867850112738
"sample344"	-0.0494143295855642	-0.19320228378571
"sample345"	0.958581101327324	0.808728712384458
"sample346"	1.32178927665119	0.672692258656053
"sample347"	0.469693916411551	-1.92177667302444
"sample348"	2.80681397872722	1.47846961996282
"sample349"	0.65004987305911	0.349456661422432
"sample350"	1.52481007081598	0.169574427215034
"sample351"	-0.810044956482169	-0.288637651837254
"sample352"	1.85494586421836	1.41482266379169
"sample353"	2.28357635327535	-0.672405270485277
"sample354"	3.66693136016099	2.65661110654809
"sample355"	1.85695937666009	-0.00977930085348693
"sample356"	-1.29491445672449	-2.02369896192446
"sample357"	3.2355596940813	1.23325859986265
"sample358"	0.323554931738141	0.719551943947437
"sample359"	0.986087610253362	0.31232008566965
"sample360"	1.7824056568957	0.735181994717679
"sample361"	2.58323312412909	0.967464534423138
"sample362"	-3.02163368184984	-2.42823185379538
"sample363"	1.22468204174509	0.216642808578821
"sample364"	2.31095483210106	0.686696794321254
"sample365"	-1.63736646087384	0.195679817076979
"sample366"	1.2272871677125	-0.331709486427487
"sample367"	0.535553912268767	-0.153274219543686
"sample368"	1.71005017132683	-0.600371795349325
"sample369"	-0.186997313999367	-0.849707951137554
"sample370"	1.9460744054442	0.628724846035677
"sample371"	2.62933691431829	0.969725749985746
"sample372"	2.83053426861676	1.84841337708015
"sample373"	0.996215193540736	1.81270789837378
"sample374"	2.84205738855481	0.523443411558678
"sample375"	0.614112128846269	-0.024640713941285
"sample376"	0.344714927573569	-0.025394581488793
"sample377"	0.736244463364873	0.72191359857906
"sample378"	0.986221750910542	0.141684194853889
"sample379"	2.37007408210528	1.75206489258973
"sample380"	1.9103073037498	-0.175474057094953
"sample381"	2.95489989640166	1.20907790167565
"sample382"	1.45055691376659	1.16269404510437
"sample383"	0.147336286689743	0.959266968787114
"sample384"	0.432356461460173	-0.534096741111216
"sample385"	2.45217734774333	0.859556550745125
"sample386"	-0.0365522452350698	-1.20127588602413
"sample387"	0.131802154800682	0.490842784381317
"sample388"	1.83394692698794	0.996117684601455
"sample389"	1.63914401074295	-0.432523277713887
"sample390"	0.562356693939595	-1.32447463747402
"sample391"	1.56251969633633	0.100715565464978
"sample392"	0.39618576828227	0.755856584823368
"sample393"	1.13332049834954	-0.0271120070530467
"sample394"	0.601827010084894	0.729007178572595
"sample395"	2.43164843343768	0.514503223106191
"sample396"	2.56873435409814	0.156055428837367
"sample397"	0.529619632911495	-1.16554597280228
"sample398"	-2.11466870956609	-2.08334074444393
"sample399"	2.2135304296463	-0.278417216330491
"sample400"	0.369566815538694	-0.377907744615535
